Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
6766	Albert Anderson (politician)	Occupation	Son	Abstract	0	Robert Newton Anderson	partial	Commander Albert Wesley Anderson (23 July 1907 – 1981) was the son of Rt. Hon. Sir Robert Newton Anderson	http://nif.dbpedia.org/wiki/en/Albert_Anderson_(politician)?dbpv=2016-10&nif=phrase&char=83,105
6770	Andy Tyrie	Occupation	Loyalist	Abstract	0	loyalist	exact	Tyrie's first involvement with loyalist	http://nif.dbpedia.org/wiki/en/Andy_Tyrie?dbpv=2016-10&nif=word&char=690,698
6770	Andy Tyrie	Occupation	Loyalist	Section	4	Ulster Loyalist Democratic Party	partial	As part of his political strategy Tyrie became close to South Belfast brigadier John McMichael and supported his development of the Ulster Loyalist Democratic Party	http://nif.dbpedia.org/wiki/en/Andy_Tyrie?dbpv=2016-10&nif=phrase&char=6806,6838
6772	Anthony Caruso (actor)	Occupation	Actor	Abstract	0	character actor	partial	Anthony Caruso (April 7, 1916 – April 4, 2003) was an American character actor	http://nif.dbpedia.org/wiki/en/Anthony_Caruso_(actor)?dbpv=2016-10&nif=phrase&char=63,78
6774	Asimakis Fotilas	Occupation	Politician	Abstract	0	politician	exact	Asimakis Fotilas (Greek: Ασημάκης Φωτήλας) (1761–1835) was a Greek politician	http://nif.dbpedia.org/wiki/en/Asimakis_Fotilas?dbpv=2016-10&nif=word&char=67,77
6775	Bedri Rahmi Eyüboğlu	Occupation	Painter	Abstract	0	painter	exact	Bedri Rahmi Eyüboğlu  (1911 in Görele – September 21, 1975 in İstanbul) was a Turkish painter	http://nif.dbpedia.org/wiki/en/Bedri_Rahmi_Eyüboğlu?dbpv=2016-10&nif=word&char=86,93
6776	Robert Hoffmann	Occupation	Actor	Abstract	0	actor	exact	Robert Hoffmann (born 30 August 1939, Salzburg) is an Austrian actor	http://nif.dbpedia.org/wiki/en/Robert_Hoffmann?dbpv=2016-10&nif=word&char=63,68
6778	Annie Lee (actress)	Occupation	Actress	Abstract	0	actress	exact	Annie Lee (born November 7, 1977 in Los Angeles, California) is an American actress	http://nif.dbpedia.org/wiki/en/Annie_Lee_(actress)?dbpv=2016-10&nif=word&char=76,83
6779	Chad Ferrin	Occupation	Angeles	Abstract	0	Los Angeles based	partial	Chad Ferrin (born March 23, 1973) is an award winning Los Angeles based	http://nif.dbpedia.org/wiki/en/Chad_Ferrin?dbpv=2016-10&nif=phrase&char=54,71
6780	Anthony J. Mifsud	Occupation	Actor	Section	6	Anthony J. Mifsud Official Actor Reel	partial	 * Anthony J. Mifsud Official Actor Reel	http://nif.dbpedia.org/wiki/en/Anthony_J._Mifsud?dbpv=2016-10&nif=phrase&char=2982,3019
6780	Anthony J. Mifsud	Occupation	Actor	Section	1	Psi Factor	partial	Mif is also an actor who has appeared both nationally and internationally in numerous film and television productions. His film credits include such films as Kick-Ass 2, D-Tox, Detention, Just Business, Foolproof, Direct Action, Robocop: Prime Directives, Dirty Work, The Stupids, Gossip and Partners in Action. On television, Mif is currently being featured in the recurring character of the Greek Delivery Man in the third and final season of the Netflix Original Series Hemlock Grove. Entitled "The Final Chapter" the American horror thriller began streaming on October 23, 2015. He also continues to be featured in the recurring role of Dr. Necros in the Disney Action Adventure series Aaron Stone, that premiered February 13, 2009 when Disney launched their new TV network Disney XD, internationally. Other notable guest starring appearances and episodic roles on television include such shows as Warehouse 13, Queer as Folk, This Is Wonderland, Once A Thief, Due South, Psi Factor	http://nif.dbpedia.org/wiki/en/Anthony_J._Mifsud?dbpv=2016-10&nif=phrase&char=2338,2348
6780	Anthony J. Mifsud	Occupation	Actor	Abstract	0	actor	exact	Anthony J. Mifsud is a Maltese-born Canadian actor	http://nif.dbpedia.org/wiki/en/Anthony_J._Mifsud?dbpv=2016-10&nif=word&char=45,50
6781	Alan Blumenfeld	Occupation	Actor	Abstract	0	character actor	partial	Alan Blumenfeld (born September 4, 1952) is a veteran American character actor	http://nif.dbpedia.org/wiki/en/Alan_Blumenfeld?dbpv=2016-10&nif=phrase&char=63,78
6782	Bernard Spitzer	Occupation	Developer	Abstract	0	real estate developer	partial	Bernard Emmanuel Spitzer (April 26, 1924 – November 1, 2014) was an American real estate developer	http://nif.dbpedia.org/wiki/en/Bernard_Spitzer?dbpv=2016-10&nif=phrase&char=77,98
6792	Isabelle Amyes	Occupation	Actress	Abstract	0	actress	exact	Isabelle Amyes (born 13 June 1950) is an English actress	http://nif.dbpedia.org/wiki/en/Isabelle_Amyes?dbpv=2016-10&nif=word&char=49,56
6794	James Young (director)	Occupation	Director	Abstract	0	film director	partial	James Young (January 1, 1872 – June 9, 1948) was an American film director	http://nif.dbpedia.org/wiki/en/James_Young_(director)?dbpv=2016-10&nif=phrase&char=61,74
6796	Jim Vallely	Occupation	Producer	Abstract	0	television producer	partial	James "Jim" Vallely (born August 30, 1954) is an American television producer	http://nif.dbpedia.org/wiki/en/Jim_Vallely?dbpv=2016-10&nif=phrase&char=58,77
6798	Laura Aikman	Occupation	Actress	Abstract	0	actress	exact	Laura Holly Aikman (born 24 December 1985) is an English actress	http://nif.dbpedia.org/wiki/en/Laura_Aikman?dbpv=2016-10&nif=word&char=57,64
6801	Paulo Goulart	Occupation	Actor	Abstract	0	actor	exact	Paulo Afonso Miessa, widely known as Paulo Goulart (9 January 1933 – 13 March 2014) was a Brazilian actor	http://nif.dbpedia.org/wiki/en/Paulo_Goulart?dbpv=2016-10&nif=word&char=100,105
6804	Richard Münch (actor)	Occupation	Actor	Abstract	0	actor	exact	Richard Heinrich Ludwig Münch (10 January 1916 – 6 June 1987), better known as Richard Münch, was a German actor	http://nif.dbpedia.org/wiki/en/Richard_Münch_(actor)?dbpv=2016-10&nif=word&char=107,112
6805	Robert Hirsch (actor)	Occupation	Actor	Abstract	0	César Award for Best Actor in a Supporting Role	partial	Robert Hirsch (born 26 July 1925) is a French actor. He has been a sociétaire of the Comédie-Française since 1952. In 1990 he won César Award for Best Actor in a Supporting Role	http://nif.dbpedia.org/wiki/en/Robert_Hirsch_(actor)?dbpv=2016-10&nif=phrase&char=130,177
6806	Christian Führer	Occupation	Pastor	Abstract	0	Pastor	exact	Christian  (5 March 1943 – 30 June 2014) was a Protestant Pastor	http://nif.dbpedia.org/wiki/en/Christian_Führer?dbpv=2016-10&nif=word&char=58,64
6808	James Kennaway	Occupation	Novelist	Abstract	0	novelist	exact	James Kennaway (5 June 1928 – 21 December 1968) was a Scottish novelist	http://nif.dbpedia.org/wiki/en/James_Kennaway?dbpv=2016-10&nif=word&char=63,71
6809	Madelyn Dunham	Occupation	Grandmother	Section	6	"Family precedent: Obama's grandmother blazed trails'" USA Today, April 8, 2008	partial	 *  "Family precedent: Obama's grandmother blazed trails'" USA Today, April 8, 2008	http://nif.dbpedia.org/wiki/en/Madelyn_Dunham?dbpv=2016-10&nif=phrase&char=12292,12372
6812	Paule Baillargeon	Occupation	Actress	Abstract	0	actress	exact	Paule Baillargeon (born July 19, 1945 in Rouyn-Noranda) is a Quebec actress	http://nif.dbpedia.org/wiki/en/Paule_Baillargeon?dbpv=2016-10&nif=word&char=68,75
6812	Paule Baillargeon	Occupation	Actress	Abstract	0	Best Supporting Actress	partial	Paule Baillargeon (born July 19, 1945 in Rouyn-Noranda) is a Quebec actress and film director. She won the Genie Award for Best Supporting Actress	http://nif.dbpedia.org/wiki/en/Paule_Baillargeon?dbpv=2016-10&nif=phrase&char=123,146
6816	Ezzat Ebrahim-Nejad	Occupation	Student	Section	2	Iran student protests, July 1999	partial	 *  Iran student protests, July 1999	http://nif.dbpedia.org/wiki/en/Ezzat_Ebrahim-Nejad?dbpv=2016-10&nif=phrase&char=1642,1675
6816	Ezzat Ebrahim-Nejad	Occupation	Student	Abstract	0	July 1999 student riots in Iran	partial	Ezzat Ebrahim-Nejad (also Ezzat Ebrahimnejad) was an Iranian student, poet and demonstrator who was shot and killed in the attack by security forces on Tehran University dormitory that preceded and provoked the July 1999 student riots in Iran	http://nif.dbpedia.org/wiki/en/Ezzat_Ebrahim-Nejad?dbpv=2016-10&nif=phrase&char=211,242
6817	Frederic Richard Sullivan	Occupation	Director	Abstract	0	film director	partial	Frederic Richard "Dickie" Sullivan (sometimes credited as "Frederick"; 18 July 1872 – 24 July 1937), was an English-born American film director	http://nif.dbpedia.org/wiki/en/Frederic_Richard_Sullivan?dbpv=2016-10&nif=phrase&char=130,143
6819	George Stanhope	Occupation	Clergyman	Abstract	0	clergyman	exact	George Stanhope (5 March 1660 – 18 March 1728) was a clergyman	http://nif.dbpedia.org/wiki/en/George_Stanhope?dbpv=2016-10&nif=word&char=53,62
6820	Inaba Masamichi	Occupation	Daimyō	Abstract	0	daimyō	exact	Inaba Masamichi (稲葉 正則, December 22, 1640 – November 22, 1716) was a daimyō	http://nif.dbpedia.org/wiki/en/Inaba_Masamichi?dbpv=2016-10&nif=word&char=69,75
6824	Lambert Hillyer	Occupation	Director	Abstract	0	film director	partial	Lambert Harwood Hillyer (July 8, 1893 – July 5, 1969) was an American film director	http://nif.dbpedia.org/wiki/en/Lambert_Hillyer?dbpv=2016-10&nif=phrase&char=70,83
6825	Louis Mandrin	Occupation	Smuggler	Abstract	0	smuggler	exact	Louis Mandrin (pronounced lwi mɑ̃dʁɛ̃; February 11, 1725 – May 26, 1755) was a French smuggler	http://nif.dbpedia.org/wiki/en/Louis_Mandrin?dbpv=2016-10&nif=word&char=86,94
6826	Maroun Bagdadi	Occupation	Director	Abstract	0	film director	partial	Maroun Bagdadi (Arabic: مارون بغدادي‎‎; January 21, 1950 – December 11, 1993) was a Lebanese film director	http://nif.dbpedia.org/wiki/en/Maroun_Bagdadi?dbpv=2016-10&nif=phrase&char=93,106
6827	Moidele Bickel	Occupation	Designer	Abstract	0	costume designer	partial	Moidele Bickel (6 March 1937 – 16 May 2016) was a German costume designer	http://nif.dbpedia.org/wiki/en/Moidele_Bickel?dbpv=2016-10&nif=phrase&char=57,73
6830	Pat Parelli	Occupation	Trainer	Abstract	0	horse trainer	partial	Pat Parelli (born 1954) is an American horse trainer	http://nif.dbpedia.org/wiki/en/Pat_Parelli?dbpv=2016-10&nif=phrase&char=39,52
6831	Paul Sylbert	Occupation	Designer	Abstract	0	production designer	partial	Paul Sylbert (born April 16, 1928) is an American Academy Award-winning production designer	http://nif.dbpedia.org/wiki/en/Paul_Sylbert?dbpv=2016-10&nif=phrase&char=72,91
6831	Paul Sylbert	Occupation	Designer	Abstract	0	set designer	partial	Paul Sylbert (born April 16, 1928) is an American Academy Award-winning production designer, art director, and set designer	http://nif.dbpedia.org/wiki/en/Paul_Sylbert?dbpv=2016-10&nif=phrase&char=111,123
6832	Junko Hori	Occupation	Actress	Abstract	0	actress	exact	Junko Hori (堀 絢子 Hori Junko, born February 2, 1942 in Tokyo, Japan) is a Japanese actress	http://nif.dbpedia.org/wiki/en/Junko_Hori?dbpv=2016-10&nif=word&char=82,89
6832	Junko Hori	Occupation	Actress	Abstract	0	voice actress	partial	Junko Hori (堀 絢子 Hori Junko, born February 2, 1942 in Tokyo, Japan) is a Japanese actress and voice actress	http://nif.dbpedia.org/wiki/en/Junko_Hori?dbpv=2016-10&nif=phrase&char=94,107
6834	Dan Bucatinsky	Occupation	Actor	Abstract	0	Primetime Emmy Award for Outstanding Guest Actor in a Drama Series	partial	Dan Bucatinsky (born September 22, 1965) is an American actor, writer and producer, best known for his role as James Novak in the Shonda Rhimes drama series Scandal, for which he won the Primetime Emmy Award for Outstanding Guest Actor in a Drama Series	http://nif.dbpedia.org/wiki/en/Dan_Bucatinsky?dbpv=2016-10&nif=phrase&char=187,253
6834	Dan Bucatinsky	Occupation	Actor	Section	2	Primetime Emmy Award for Outstanding Guest Actor in a Drama Series	partial	Bucatinsky had a recurring role as a journalist and husband of the President's Chief of Staff on the ABC drama series, Scandal, for which he won the 2013 Primetime Emmy Award for Outstanding Guest Actor in a Drama Series	http://nif.dbpedia.org/wiki/en/Dan_Bucatinsky?dbpv=2016-10&nif=phrase&char=1419,1485
6838	Charles Knox Robinson	Occupation	Actor	Abstract	0	Actors' Equity Association	partial	Charles Knox Robinson III (April 13, 1932 – July 22, 2006) was an American actor. Robinson appeared in nearly 50 films and TV shows over his career. His first film was Splendor in the Grass in the role of Johnny Masterson. He established the Torchlight Project together with his wife, Joan, which aided, empowered and enriched the lives of impoverished children in foreign countries. He was also a member of many organizations including: the Academy of Motion Picture Arts and Sciences, Screen Actors Guild, American Federation of Television and Radio Artists, Actors' Equity Association	http://nif.dbpedia.org/wiki/en/Charles_Knox_Robinson?dbpv=2016-10&nif=phrase&char=561,587
6838	Charles Knox Robinson	Occupation	Actor	Abstract	0	Screen Actors Guild	partial	Charles Knox Robinson III (April 13, 1932 – July 22, 2006) was an American actor. Robinson appeared in nearly 50 films and TV shows over his career. His first film was Splendor in the Grass in the role of Johnny Masterson. He established the Torchlight Project together with his wife, Joan, which aided, empowered and enriched the lives of impoverished children in foreign countries. He was also a member of many organizations including: the Academy of Motion Picture Arts and Sciences, Screen Actors Guild	http://nif.dbpedia.org/wiki/en/Charles_Knox_Robinson?dbpv=2016-10&nif=phrase&char=487,506
6838	Charles Knox Robinson	Occupation	Actor	Section	2	Screen Actors Guild	partial	He appeared in the 2001 Palm Canyon Theatre Productions Arsenic and Old Lace and The Man Who Came to Dinner. His lifelong entertainment career included his talents as an award-winning playwright, singer, songwriter, musician, linguist and magician. He and his wife, Joan, established the Torchlight Project, which had as its purpose aiding, empowering, and enriching the lives of impoverished and abandoned children in many foreign countries. He was a member of the Academy of Motion Picture Arts and Sciences, Screen Actors Guild	http://nif.dbpedia.org/wiki/en/Charles_Knox_Robinson?dbpv=2016-10&nif=phrase&char=3245,3264
6838	Charles Knox Robinson	Occupation	Actor	Section	2	Actors' Equity Association	partial	He appeared in the 2001 Palm Canyon Theatre Productions Arsenic and Old Lace and The Man Who Came to Dinner. His lifelong entertainment career included his talents as an award-winning playwright, singer, songwriter, musician, linguist and magician. He and his wife, Joan, established the Torchlight Project, which had as its purpose aiding, empowering, and enriching the lives of impoverished and abandoned children in many foreign countries. He was a member of the Academy of Motion Picture Arts and Sciences, Screen Actors Guild, American Federation of Television and Radio Artists, Actors' Equity Association	http://nif.dbpedia.org/wiki/en/Charles_Knox_Robinson?dbpv=2016-10&nif=phrase&char=3319,3345
6839	Charu Sharma	Occupation	Commentator	Abstract	0	commentator	exact	Charu Sharma is an Indian commentator	http://nif.dbpedia.org/wiki/en/Charu_Sharma?dbpv=2016-10&nif=word&char=26,37
6842	Chris Broussard	Occupation	Analyst	Abstract	0	sports analyst	partial	Chris Broussard (born October 28, 1968) is an American sports analyst	http://nif.dbpedia.org/wiki/en/Chris_Broussard?dbpv=2016-10&nif=phrase&char=55,69
6844	Christoph Mueller	Occupation	Officer	Abstract	0	chief executive officer	partial	Christoph R. Mueller (born 17 December 1961) was the former chief executive officer	http://nif.dbpedia.org/wiki/en/Christoph_Mueller?dbpv=2016-10&nif=phrase&char=60,83
6845	Christophe Hondelatte	Occupation	Television	Abstract	0	French television	partial	Christophe Hondelatte (born 17 December 1962 in Bayonne, France) is a French television	http://nif.dbpedia.org/wiki/en/Christophe_Hondelatte?dbpv=2016-10&nif=phrase&char=70,87
6847	Christopher Michael Holley	Occupation	Actor	Abstract	0	actor	exact	Christopher Michael Holley (born November 23, 1971) is an American actor	http://nif.dbpedia.org/wiki/en/Christopher_Michael_Holley?dbpv=2016-10&nif=word&char=67,72
6853	Corinne Jorry	Occupation	Designer	Abstract	0	costume designer	partial	Corinne Jorry (born 23 April 1943) is a French costume designer	http://nif.dbpedia.org/wiki/en/Corinne_Jorry?dbpv=2016-10&nif=phrase&char=47,63
6856	DJ Perry	Occupation	Actor	Abstract	0	actor	exact	DJ Perry (born June 23, 1970 in Lansing, Michigan, U.S.) is an American actor	http://nif.dbpedia.org/wiki/en/DJ_Perry?dbpv=2016-10&nif=word&char=72,77
6858	Dan Amos	Occupation	Executive	Abstract	0	chief executive officer	partial	Daniel Paul "Dan" Amos (born August 13, 1951 in Pensacola, Florida) is an American business executive. He serves as the chairman and chief executive officer	http://nif.dbpedia.org/wiki/en/Dan_Amos?dbpv=2016-10&nif=phrase&char=133,156
6859	Dan Foster (DJ)	Occupation	Presenter	Abstract	0	radio presenter	partial	Daniel 'Dan' Foster - popularly known as The Big Dawg and Top Dawg - is a Nigerian-based American radio presenter	http://nif.dbpedia.org/wiki/en/Dan_Foster_(DJ)?dbpv=2016-10&nif=phrase&char=98,113
6860	Daniel Alfredson	Occupation	Director	Abstract	0	Best Director	partial	Hans Daniel Björn Alfredson (born 23 May 1959 in Stockholm, Sweden) is a Swedish film director who is best known for directing film versions of two parts of the Millennium Trilogy: The Girl Who Played with Fire and The Girl Who Kicked the Hornets' Nest. At the 29th Guldbagge Awards he won the award for Best Screenplay and was nominated for Best Director	http://nif.dbpedia.org/wiki/en/Daniel_Alfredson?dbpv=2016-10&nif=phrase&char=342,355
6860	Daniel Alfredson	Occupation	Director	Abstract	0	film director	partial	Hans Daniel Björn Alfredson (born 23 May 1959 in Stockholm, Sweden) is a Swedish film director	http://nif.dbpedia.org/wiki/en/Daniel_Alfredson?dbpv=2016-10&nif=phrase&char=81,94
6862	Daniel P. Hanley	Occupation	Editor	Section	2	List of film director and editor collaborations	partial	 * List of film director and editor collaborations	http://nif.dbpedia.org/wiki/en/Daniel_P._Hanley?dbpv=2016-10&nif=phrase&char=1073,1120
6862	Daniel P. Hanley	Occupation	Editor	Abstract	0	American Cinema Editors	partial	In addition to Apollo 13, Hanley and Hill have been nominated for Academy Awards for Howard's A Beautiful Mind (2001), Cinderella Man (2005), and Frost/Nixon (2008). Hanley has been elected as a member of the American Cinema Editors	http://nif.dbpedia.org/wiki/en/Daniel_P._Hanley?dbpv=2016-10&nif=phrase&char=898,921
6862	Daniel P. Hanley	Occupation	Editor	Abstract	0	film editor	partial	Daniel P. Hanley, A.C.E. (born 1955) is an American film editor	http://nif.dbpedia.org/wiki/en/Daniel_P._Hanley?dbpv=2016-10&nif=phrase&char=52,63
6864	Darcy DeMoss	Occupation	Film	Abstract	0	film	exact	Darcy DeMoss (born August 19, 1963) is an American film	http://nif.dbpedia.org/wiki/en/Darcy_DeMoss?dbpv=2016-10&nif=word&char=51,55
6867	David H. M. Brooks	Occupation	Philosopher	Abstract	0	philosopher	exact	David Havard Macleod Brooks (6 February 1950 – 27 October 1996) was a South African philosopher	http://nif.dbpedia.org/wiki/en/David_H._M._Brooks?dbpv=2016-10&nif=word&char=84,95
6869	David Whatton	Occupation	Officer	Abstract	0	police officer	partial	David Whatton QPM is a retired British senior police officer	http://nif.dbpedia.org/wiki/en/David_Whatton?dbpv=2016-10&nif=phrase&char=46,60
6871	Dawn Stern	Occupation	Film	Abstract	0	film	exact	Dawn Stern (born 1966) is an American film	http://nif.dbpedia.org/wiki/en/Dawn_Stern?dbpv=2016-10&nif=word&char=38,42
6872	Dee Jay Daniels	Occupation	Daniels	Section	3	Dee Jay Daniels	partial	 * Dee Jay Daniels	http://nif.dbpedia.org/wiki/en/Dee_Jay_Daniels?dbpv=2016-10&nif=phrase&char=617,632
6873	Deepak Bahry	Occupation	Director	Abstract	0	film director	partial	Deepak Bahry is a Bollywood film director	http://nif.dbpedia.org/wiki/en/Deepak_Bahry?dbpv=2016-10&nif=phrase&char=28,41
6875	Dennis Letts	Occupation	Professor	Abstract	0	professor	exact	Dennis Letts (September 5, 1934 – February 22, 2008) was an American college professor	http://nif.dbpedia.org/wiki/en/Dennis_Letts?dbpv=2016-10&nif=word&char=77,86
6875	Dennis Letts	Occupation	Professor	Section	2	professor	exact	Letts spent much of his professional career as a writing and English professor	http://nif.dbpedia.org/wiki/en/Dennis_Letts?dbpv=2016-10&nif=word&char=997,1006
6879	Dimitri Kirsanoff	Occupation	Filmmaker	Abstract	0	filmmaker	exact	Dimitri Kirsanoff (Russian: Дими́трий Кирса́нов) (6 March 1899 – 11 February 1957) was an early filmmaker	http://nif.dbpedia.org/wiki/en/Dimitri_Kirsanoff?dbpv=2016-10&nif=word&char=96,105
6881	Dimitrios Miaoulis	Occupation	Leader	Abstract	0	revolutionary leader	partial	Dimitrios Miaoulis (Greek: Δημήτριος Μιαούλης, 1794 - 1836) was a Greek revolutionary leader	http://nif.dbpedia.org/wiki/en/Dimitrios_Miaoulis?dbpv=2016-10&nif=phrase&char=72,92
6882	Dina Sassoli	Occupation	Actress	Abstract	0	actress	exact	Dina Sassoli (15 August 1920 – 24 March 2008) was an Italian film actress	http://nif.dbpedia.org/wiki/en/Dina_Sassoli?dbpv=2016-10&nif=word&char=66,73
6883	Dominic Power	Occupation	Actor	Abstract	0	actor	exact	Dominic Power is an English actor	http://nif.dbpedia.org/wiki/en/Dominic_Power?dbpv=2016-10&nif=word&char=28,33
6886	Donald M. Grant	Occupation	Publisher	Abstract	0	publisher	exact	Donald Metcalf Grant (April 3, 1927-August 19, 2009) was an American publisher	http://nif.dbpedia.org/wiki/en/Donald_M._Grant?dbpv=2016-10&nif=word&char=69,78
6886	Donald M. Grant	Occupation	Publisher	Abstract	0	Donald M. Grant, Publisher, Inc.	partial	Donald Metcalf Grant (April 3, 1927-August 19, 2009) was an American publisher. He was born in Providence, Rhode Island in 1927 and graduated from the University of Rhode Island in 1949. Grant's interest in fantasy and science fiction started when he began reading the stories of Edgar Rice Burroughs at age 10. He married in 1956 and has two children. Grant was involved in the founding of several science fiction and fantasy small press publishers. He co-founded Grant-Hadley Enterprises in 1945, The Buffalo Book Company in 1946 and Centaur Press in 1970. He also founded Grandon, Publishers in 1949 (this was after his split from Thomas Hadley; the name was that of a lead character in one of Otis Adelbert Kline's fantasy novels) and Donald M. Grant, Publisher, Inc.	http://nif.dbpedia.org/wiki/en/Donald_M._Grant?dbpv=2016-10&nif=phrase&char=739,771
6890	Dragotin Cvetko	Occupation	Composer	Abstract	0	composer	exact	Dragotin Cvetko (19 September 1911 – 2 September 1993) was a Slovenian composer	http://nif.dbpedia.org/wiki/en/Dragotin_Cvetko?dbpv=2016-10&nif=word&char=71,79
6890	Dragotin Cvetko	Occupation	Composer	Section	5	List of Slovenian composers	partial	 * List of Slovenian composers	http://nif.dbpedia.org/wiki/en/Dragotin_Cvetko?dbpv=2016-10&nif=phrase&char=5283,5310
6891	Dwight Hemion	Occupation	Director	Abstract	0	director	exact	Dwight Arlington Hemion (March 14, 1926 – January 28, 2008) was an American TV director	http://nif.dbpedia.org/wiki/en/Dwight_Hemion?dbpv=2016-10&nif=word&char=79,87
6891	Dwight Hemion	Occupation	Director	Abstract	0	Directors Guild of America	partial	Dwight Arlington Hemion (March 14, 1926 – January 28, 2008) was an American TV director known mainly for music-themed television programs of the 1960s and 1970s. He held the record for the most Emmy nominations (47), and won 18 times, putting him at the top of his profession throughout the 1960s, 1970s, and well into the 1980s. He also won the Directors Guild of America	http://nif.dbpedia.org/wiki/en/Dwight_Hemion?dbpv=2016-10&nif=phrase&char=346,372
6896	Edith Maud Cook	Occupation	Parachutist	Abstract	0	parachutist	exact	Edith Maud Cook (1 September 1878 – 14 July 1910), also known as Viola Spencer-Kavanagh, Viola Spencer, Viola Kavanagh, and perhaps as Viola Fleet and Elsa Spencer, was an early British parachutist	http://nif.dbpedia.org/wiki/en/Edith_Maud_Cook?dbpv=2016-10&nif=word&char=186,197
6902	Edward Wynne-Pendarves	Occupation	Member	Abstract	0	Member of Parliament	partial	Edward William Wynne Pendarves (6 April 1775 – 26 June 1853) was Member of Parliament	http://nif.dbpedia.org/wiki/en/Edward_Wynne-Pendarves?dbpv=2016-10&nif=phrase&char=65,85
6905	Ekaterina Semenova	Occupation	Actress	Abstract	0	actress	exact	Ekaterina Semenova (1786–1849) was a Russian Empire actress	http://nif.dbpedia.org/wiki/en/Ekaterina_Semenova?dbpv=2016-10&nif=word&char=52,59
6906	Elbrus Ourtaev	Occupation	Stuntman	Abstract	0	stuntman	exact	Bruce Ortaev, sometimes credited as Elbrus Ourtaev or Bruce Ourtaeve, is a film stuntman	http://nif.dbpedia.org/wiki/en/Elbrus_Ourtaev?dbpv=2016-10&nif=word&char=80,88
6907	Elena Nathanael	Occupation	Actress	Abstract	0	actress	exact	Elena Nathanael (Greek: Έλενα Ναθαναήλ, January 19, 1947 – March 4, 2008) was a popular Greek film actress	http://nif.dbpedia.org/wiki/en/Elena_Nathanael?dbpv=2016-10&nif=word&char=99,106
6909	Elizabeth Graver	Occupation	Writer	Section	4	"Physiological Form Meets Psychological Space: Elizabeth Graver's Four-Dimensional Stories," by Jacob M. Appel, Fiction Writers Review	partial	 * ElizabethGraver.com. Author's Website  * National Book Award Fiction Long List 2013  * Boston Globe Review, The End of the Point  * New York Times Review, The End of the Point  * Here and Now with Robin Young: NPR Interview  * Judicial Review, March 2013: Discussing The Point of Elizabeth Graver's 'The End of the Point'   * Boston College Front Row: Graver on Researching The End of the Point (video)   * Leonard Lopate Show, NPR Interview, 3/5/13   * Washingtonpost.com Interview  * Boston College Front Row, 2004. Graver reads from Awake   * The Book Show #1291, with Joe Donahue WAMC/NPR  * New York Times Book Review: Unravelling  * *New York Times Book Review: The Honey Thief  * "Walker Evans, Kitchen Wall, Alabama Farmstead, 1936"  *   * "Paper Cuts", New York Times  * "Physiological Form Meets Psychological Space: Elizabeth Graver's Four-Dimensional Stories," by Jacob M. Appel, Fiction Writers Review	http://nif.dbpedia.org/wiki/en/Elizabeth_Graver?dbpv=2016-10&nif=phrase&char=4246,4380
6912	Ellis E. Williams	Occupation	Film	Section	2	feature film	partial	Williams made his television debut in 1980 on Saturday Night Live, appearing in the chorus of The Pirates of Penzance when the cast of that Broadway show was the episode's musical guest. In 1984, he appeared in a feature film	http://nif.dbpedia.org/wiki/en/Ellis_E._Williams?dbpv=2016-10&nif=phrase&char=525,537
6914	Elmo Williams	Occupation	Film	Section	4	"Elmo Williams, Oscar-Winning Film Editor on 'High Noon,' Dies at 102"	partial	 * Barnes, Mike (November 25, 2015). "Elmo Williams, Oscar-Winning Film Editor on 'High Noon,' Dies at 102"	http://nif.dbpedia.org/wiki/en/Elmo_Williams?dbpv=2016-10&nif=phrase&char=2552,2622
6914	Elmo Williams	Occupation	Film	Section	1	Academy Award for Film Editing	partial	Williams edited the film Design for Death (1947), which won an Academy Award for Documentary Feature. Williams won the Academy Award for Film Editing	http://nif.dbpedia.org/wiki/en/Elmo_Williams?dbpv=2016-10&nif=phrase&char=755,785
6914	Elmo Williams	Occupation	Film	Abstract	0	film and television editor	partial	James Elmo Williams (April 30, 1913 – November 25, 2015) was an American film and television editor	http://nif.dbpedia.org/wiki/en/Elmo_Williams?dbpv=2016-10&nif=phrase&char=73,99
6914	Elmo Williams	Occupation	Film	Abstract	0	Academy Award for Film Editing	partial	James Elmo Williams (April 30, 1913 – November 25, 2015) was an American film and television editor, producer, director and executive. His work on the film High Noon (1952) received the Academy Award for Film Editing	http://nif.dbpedia.org/wiki/en/Elmo_Williams?dbpv=2016-10&nif=phrase&char=186,216
6919	Enda Oates	Occupation	Stage	Abstract	0	stage	exact	Enda Oates (born 1962), occasionally credited as Enda Oats, is an Irish stage	http://nif.dbpedia.org/wiki/en/Enda_Oates?dbpv=2016-10&nif=word&char=72,77
6920	Ernesto Fonseca Carrillo	Occupation	Trafficker	Abstract	0	narcotics trafficker	partial	Ernesto Fonseca Carrillo (born August 1, 1942) also known by his alias Don Neto, is a former Mexican narcotics trafficker	http://nif.dbpedia.org/wiki/en/Ernesto_Fonseca_Carrillo?dbpv=2016-10&nif=phrase&char=101,121
6924	Eugene Mullin	Occupation	Screenwriter	Abstract	0	screenwriter	exact	Eugene Mullin (December 18, 1894 – April 15, 1967) was an American screenwriter	http://nif.dbpedia.org/wiki/en/Eugene_Mullin?dbpv=2016-10&nif=word&char=67,79
