Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
7947	Julia Campbell	Spouse	Jay Karnes	Section	1	Jay Karnes	exact	She appeared on the last episode of the series The Shield, on which her husband Jay Karnes	http://nif.dbpedia.org/wiki/en/Julia_Campbell?dbpv=2016-10&nif=phrase&char=1033,1043
7947	Julia Campbell	Spouse	Jay Karnes	Section	2	Jay Karnes	exact	Campbell was born in Redstone Arsenal, near Huntsville, Alabama, the daughter of a model mother and an army officer father. She is married to actor Jay Karnes	http://nif.dbpedia.org/wiki/en/Julia_Campbell?dbpv=2016-10&nif=phrase&char=1334,1344
7949	Dame Mary Cook	Spouse	Joseph Cook	Abstract	0	Joseph Cook	exact	Dame Mary Cook DBE (née Turner; c. 1863 — 24 September 1950) was the wife of Australian Prime Minister, Sir Joseph Cook	http://nif.dbpedia.org/wiki/en/Dame_Mary_Cook?dbpv=2016-10&nif=phrase&char=108,119
7950	Dorota Barbara Jabłonowska	Spouse	Józef Klemens Czartoryski	Abstract	0	Józef Klemens Czartoryski	exact	She was married to Prince Józef Klemens Czartoryski	http://nif.dbpedia.org/wiki/en/Dorota_Barbara_Jabłonowska?dbpv=2016-10&nif=phrase&char=99,124
7951	Beatrice d'Este	Spouse	Ludovico Sforza	Abstract	0	Ludovico Sforza	exact	Beatrice d'Este (29 June 1475 – 3 January 1497), duchess of Bari and later of Milan, was the wife of the Milanese ruler Ludovico Sforza	http://nif.dbpedia.org/wiki/en/Beatrice_d'Este?dbpv=2016-10&nif=phrase&char=120,135
7951	Beatrice d'Este	Spouse	Ludovico Sforza	Section	3	Ludovico Sforza	exact	Beatrice d'Este belonged to the best class of Renaissance women, and was one of the cultural influences of the age; to a great extent, her patronage and good taste are responsible for the splendour of the Castello Sforzesco in Milan, the Certosa of Pavia, and many other famous buildings in Lombardy. Her tomb is preserved in the Certosa di Pavia where she is buried beside her husband Ludovico Sforza	http://nif.dbpedia.org/wiki/en/Beatrice_d'Este?dbpv=2016-10&nif=phrase&char=3054,3069
7952	Simonetta Stefanelli	Spouse	Michele Placido	Section	2.1	Michele Placido	exact	Stefanelli refused a career in Hollywood, in order to avoid being typecast. She explained during an interview in 1997 about the offers of Hollywood filmmakers: "They wanted nothing more than to expose my body...I refused so much work." She continued her career in Italy. In 1973, she filmed one picture in Spanish, El mejor alcalde, el rey (The Best Mayor, the King), directed by Rafael Gil. The following year, Stefanelli appeared in the miniseries Moses the Lawgiver, starring Burt Lancaster, Anthony Quayle and Ingrid Thulin. She would later have roles in numerous Italian films, including Peccati in famiglia (Scandal in the Family), an erotic drama she starred opposite her husband Michele Placido	http://nif.dbpedia.org/wiki/en/Simonetta_Stefanelli?dbpv=2016-10&nif=phrase&char=2576,2591
7952	Simonetta Stefanelli	Spouse	Michele Placido	Abstract	0	Michele Placido	exact	Simonetta Stefanelli (born 30 November 1954) is an Italian actress, entrepreneur and fashion designer. Internationally, she is best known for her performance as Apollonia Vitelli-Corleone in the 1972 film The Godfather, directed by Francis Ford Coppola. Her other roles include appearances in Moses the Lawgiver, Scandal in the Family and Three Brothers. In 1992, Stefanelli made her last film appearance in the drama Le amiche del cuore (Close Friends) directed by her then husband Michele Placido	http://nif.dbpedia.org/wiki/en/Simonetta_Stefanelli?dbpv=2016-10&nif=phrase&char=483,498
7952	Simonetta Stefanelli	Spouse	Michele Placido	Section	1	Michele Placido	exact	Stefanelli was married to the actor/director Michele Placido	http://nif.dbpedia.org/wiki/en/Simonetta_Stefanelli?dbpv=2016-10&nif=phrase&char=560,575
7956	Empress Li Fengniang	Spouse	Emperor Guangzong of Song	Abstract	0	Emperor Guangzong of Song	exact	Empress Li Fengniang (1144–1200) was a Chinese Empress consort of the Song Dynasty, married to Emperor Guangzong of Song	http://nif.dbpedia.org/wiki/en/Empress_Li_Fengniang?dbpv=2016-10&nif=phrase&char=95,120
7957	Edward Pawley	Spouse	Helen Shipman	Abstract	0	Helen Shipman	exact	At maturity, Pawley was 5'-10" tall with thick black hair and blue eyes. While in high school, he became interested in both journalism and acting. Acting won out after taking drama classes and appearing in high school plays. After moving to New York City in 1920 to pursue a career in the theater, he married (in 1922) his high school sweetheart, Martina May Martin, who had become a professional stage actress. They had one child, a son named Martin Herbert Pawley (b. 1923). Edward and Martina later divorced only to remarry and divorce again. In 1937, he married the then popular Broadway singer, dancer and actress Helen Shipman	http://nif.dbpedia.org/wiki/en/Edward_Pawley?dbpv=2016-10&nif=phrase&char=931,944
7957	Edward Pawley	Spouse	Helen Shipman	Section	4	Helen Shipman	exact	Edward died just two months shy of his 87th birthday as the result of a heart condition while a patient at the University of Virginia Medical Center in Charlottesville, Virginia. His residence at the time of his death was in the village of Rock Mills, Rappahannock County, Virginia. Pawley and his second wife, Helen Shipman	http://nif.dbpedia.org/wiki/en/Edward_Pawley?dbpv=2016-10&nif=phrase&char=7075,7088
7958	Zofia Tarnowska	Spouse	Konstanty Wasyl Ostrogski	Section	1	Konstanty Wasyl Ostrogski	exact	Zofia married Prince Konstanty Wasyl Ostrogski	http://nif.dbpedia.org/wiki/en/Zofia_Tarnowska?dbpv=2016-10&nif=phrase&char=209,234
7959	Lau Lauritzen Jr.	Spouse	Lisbeth Movin	Section	1	Lisbeth Movin	exact	In 1937, Lauritzen, along with director John Olsen and Henning Karmark, established the ASA Film studio, where Lauritzen worked as the company's artistic director. At ASA, he often co-directed films, notably with the leading women directors Alice O'Fredericks and Bodil Ipsen. During the years of German occupation in World War II, Lauritzen directed 22 films through ASA Film. In 1946, Lauritzen shared with Ipsen the Palme D'Or at the Cannes Film Festival for their film The Red Meadows (De røde enge) which told about Danish resistance fighters during the German occupation. The film starred Lauritzen's new wife, Lisbeth Movin	http://nif.dbpedia.org/wiki/en/Lau_Lauritzen_Jr.?dbpv=2016-10&nif=phrase&char=1869,1882
7961	Anthony Steel (actor)	Spouse	Anita Ekberg	Section	1.5	Anita Ekberg	exact	In 1956 Steel married Swedish actress Anita Ekberg	http://nif.dbpedia.org/wiki/en/Anthony_Steel_(actor)?dbpv=2016-10&nif=phrase&char=4310,4322
7961	Anthony Steel (actor)	Spouse	Anita Ekberg	Abstract	0	Anita Ekberg	exact	Anthony Maitland Steel (21 May 1920 – 21 March 2001) was an English actor and singer best known for his appearances in British war films of the 1950s such as The Wooden Horse (1950), and his marriage to Anita Ekberg	http://nif.dbpedia.org/wiki/en/Anthony_Steel_(actor)?dbpv=2016-10&nif=phrase&char=203,215
7961	Anthony Steel (actor)	Spouse	Anita Ekberg	Section	3	Anita Ekberg	exact	 *  Juanita Forbes (1949–1954)  *  Anita Ekberg	http://nif.dbpedia.org/wiki/en/Anthony_Steel_(actor)?dbpv=2016-10&nif=phrase&char=6749,6762
7963	Nicéphore Soglo	Spouse	Rosine Vieyra Soglo	Abstract	0	Rosine Vieyra Soglo	exact	Nicéphore Dieudonné Soglo (born November 29, 1934) is a Beninois politician who was Prime Minister of Benin from 1990 to 1991 and President from 1991 to 1996. He has been the Mayor of Cotonou since 2003. Soglo is married to Rosine Vieyra Soglo	http://nif.dbpedia.org/wiki/en/Nicéphore_Soglo?dbpv=2016-10&nif=phrase&char=224,243
7965	Homi Adajania	Spouse	Anaita Shroff Adajania	Section	2	Anaita Shroff Adajania	exact	He is married to fashion stylist and the Fashion Director of Vogue India, Anaita Shroff Adajania	http://nif.dbpedia.org/wiki/en/Homi_Adajania?dbpv=2016-10&nif=phrase&char=2150,2172
7966	James McAvoy	Spouse	Anne-Marie Duff	Section	2.3	Anne-Marie Duff	exact	One of the biggest highlights of McAvoy's career was starring with Angelina Jolie and Morgan Freeman in Wanted, an action film where he portrayed Wesley Gibson, a young American slacker who learns he is heir to a legacy of assassins. When McAvoy screen-tested for the role, he was initially rejected because the studio was seeking an actor with conventional Hollywood leading-man looks and physique. He later recalled being considered the "runt of the litter" of those who tested, but ultimately got the role in late 2006 since the studio "wanted someone geeky". While shooting action scenes for Wanted, he suffered several injuries, including a twisted ankle and an injured knee. Nonetheless the actor said he had a "good time" doing the movie. McAvoy had never done this type of genre before and thought of Wanted as a chance to be more versatile. Loosely based on the comic book miniseries of the same name by Mark Millar, it saw a June 2008 release worldwide. It received favourable reviews from the press, who generally liked that it was fast-paced. At the box office, Wanted was a success, grossing $341 million against a $75 million production budget. Next was The Last Station (2009), a biopic that details the final months of celebrated writer Leo Tolstoy and also stars Anne-Marie Duff	http://nif.dbpedia.org/wiki/en/James_McAvoy?dbpv=2016-10&nif=phrase&char=10732,10747
7966	James McAvoy	Spouse	Anne-Marie Duff	Section	3	Anne-Marie Duff	exact	While working on Shameless, McAvoy started a relationship with his character's love interest, Anne-Marie Duff	http://nif.dbpedia.org/wiki/en/James_McAvoy?dbpv=2016-10&nif=phrase&char=14279,14294
7967	Bill Hudson (singer)	Spouse	Cindy Williams	Section	3	Cindy Williams	exact	Hudson married Cindy Williams	http://nif.dbpedia.org/wiki/en/Bill_Hudson_(singer)?dbpv=2016-10&nif=phrase&char=947,961
7968	Assia Wevill	Spouse	Richard Lipsey	Section	1	Richard Lipsey	exact	Assia Gutmann was the daughter of a Jewish physician of Russian origin, Dr. Lonya Gutmann, and a German Lutheran mother, Elizabetha (née Gaedeke). She spent most of her youth in Tel Aviv. Cited by friends and family as a free-spirited young woman, she would go out to dance at the British soldiers' club, where she met Sergeant John Steel, who became her first husband and with whom she moved to London in 1946. According to her biographers, Yehuda Koren and Eilat Negev, "she had entered an essentially loveless marriage with an Englishman at the age of 20 – largely to enable her family to emigrate to England. The couple later emigrated to Canada, where Assia enrolled in the University of British Columbia, Vancouver and met her second husband, Canadian economist Richard Lipsey	http://nif.dbpedia.org/wiki/en/Assia_Wevill?dbpv=2016-10&nif=phrase&char=1288,1302
7969	Meera Syal	Spouse	Sanjeev Bhaskar	Section	5	Sanjeev Bhaskar	exact	In January 2005, Syal married her frequent collaborator, Sanjeev Bhaskar	http://nif.dbpedia.org/wiki/en/Meera_Syal?dbpv=2016-10&nif=phrase&char=4601,4616
7971	Ida Lupino	Spouse	Collier Young	Section	4.1	Collier Young	exact	Her second marriage was to producer Collier Young	http://nif.dbpedia.org/wiki/en/Ida_Lupino?dbpv=2016-10&nif=phrase&char=11752,11765
7972	Landon Pearson	Spouse	Geoffrey Pearson	Abstract	0	Geoffrey Pearson	exact	Landon Carter "Lucy" Pearson, OC (born November 16, 1930 in Toronto, Ontario, Canada) is a former Canadian senator and a children's rights advocate. She is the daughter-in-law of former Prime Minister Lester B. Pearson, through her marriage to his son Geoffrey Pearson	http://nif.dbpedia.org/wiki/en/Landon_Pearson?dbpv=2016-10&nif=phrase&char=252,268
7972	Landon Pearson	Spouse	Geoffrey Pearson	Section	4	Geoffrey Pearson	exact	She was married to Canadian diplomat Geoffrey Pearson	http://nif.dbpedia.org/wiki/en/Landon_Pearson?dbpv=2016-10&nif=phrase&char=5217,5233
7975	Infanta Maria Antonia of Portugal	Spouse	Robert I, Duke of Parma	Section	2	Robert I, Duke of Parma	exact	On October 15, 1884 at Schloss Fischorn, Maria Antonia married Robert I, Duke of Parma	http://nif.dbpedia.org/wiki/en/Infanta_Maria_Antonia_of_Portugal?dbpv=2016-10&nif=phrase&char=610,633
7978	Saif Ali Khan	Spouse	Amrita Singh	Abstract	0	Amrita Singh	exact	Khan is the recipient of several accolades, including a National Film Award and six Filmfare Awards, and received the Padma Shri, the fourth highest Indian civilian award, in 2010. He has been noted for his performances in a range of film genres—from crime dramas to thrillers and occasional romances—and his film roles have been credited with contributing to a change in the concept of a Hindi film hero. Divorced from the actress Amrita Singh	http://nif.dbpedia.org/wiki/en/Saif_Ali_Khan?dbpv=2016-10&nif=phrase&char=1829,1841
7978	Saif Ali Khan	Spouse	Amrita Singh	Section	2.1	Amrita Singh	exact	In 1991, Khan was cast as the male lead in Rahul Rawail's romantic drama Bekhudi (1992) alongside debutante Kajol, but after completing the first shooting schedule of the film, he was considered to be unprofessional by Rawail and was replaced by Kamal Sadanah. While filming Bekhudi, Khan met actress Amrita Singh	http://nif.dbpedia.org/wiki/en/Saif_Ali_Khan?dbpv=2016-10&nif=phrase&char=4532,4544
7979	Bill Bryden	Spouse	Angela Douglas	Section	1.1	Angela Douglas	exact	In 1988, he met actress Angela Douglas	http://nif.dbpedia.org/wiki/en/Bill_Bryden?dbpv=2016-10&nif=phrase&char=659,673
7980	Peter Eckersley (TV producer)	Spouse	Anne Reid	Abstract	0	Anne Reid	exact	In the 1960s, he was also a writer and producer on Coronation Street. He wrote 62 episodes between April 1962 and November 1969. There he met and married one of its stars, Anne Reid	http://nif.dbpedia.org/wiki/en/Peter_Eckersley_(TV_producer)?dbpv=2016-10&nif=phrase&char=451,460
7981	Cedric Smith (actor)	Spouse	Catherine Disher	Section	3	Catherine Disher	exact	Smith has a son named Darcy Montgomery Smith who was born in 1993. He is the ex-husband of Catherine Disher	http://nif.dbpedia.org/wiki/en/Cedric_Smith_(actor)?dbpv=2016-10&nif=phrase&char=1536,1552
7982	Roger Smith (journalist)	Spouse	Denise Chong	Abstract	0	Denise Chong	exact	Roger Smith (born May 21, 1951 in St. Catharines, Ontario) is a Canadian journalist. From 1994 until his retirement in 2013, he was a reporter for CTV Ottawa primarily focusing on federal politics. Smith began his career in journalism as a print reporter with The Canadian Press, then joined CTV Ottawa in 1984 and took over the Beijing bureau in 1985. His career has landed him in Europe, Asia as well as Africa. He is married to writer Denise Chong	http://nif.dbpedia.org/wiki/en/Roger_Smith_(journalist)?dbpv=2016-10&nif=phrase&char=438,450
7983	Princess Marie of Baden (1782–1808)	Spouse	Frederick William, Duke of Brunswick-Wolfenbüttel	Section	2	Frederick William, Duke of Brunswick-Wolfenbüttel	exact	On 1 November 1802, in Karlsruhe, Marie married Frederick William, Duke of Brunswick-Wolfenbüttel	http://nif.dbpedia.org/wiki/en/Princess_Marie_of_Baden_(1782–1808)?dbpv=2016-10&nif=phrase&char=2669,2718
7983	Princess Marie of Baden (1782–1808)	Spouse	Frederick William, Duke of Brunswick-Wolfenbüttel	Abstract	0	Frederick William, Duke of Brunswick-Wolfenbüttel	exact	Marie of Baden (Marie Elisabeth Wilhelmine; 7 September 1782 – 8 December 1808) was a Duchess consort of Brunswick-Wolfenbüttel and Brunswick-Oels. She was married to Frederick William, Duke of Brunswick-Wolfenbüttel	http://nif.dbpedia.org/wiki/en/Princess_Marie_of_Baden_(1782–1808)?dbpv=2016-10&nif=phrase&char=167,216
7984	Fannie Hillsmith	Spouse	Gordon Welchman	Section	1	Gordon Welchman	exact	Hillsmith married the British and American codebreaker Gordon Welchman	http://nif.dbpedia.org/wiki/en/Fannie_Hillsmith?dbpv=2016-10&nif=phrase&char=360,375
7987	Corinne Calvet	Spouse	John Bromfield	Section	3	John Bromfield	exact	Calvet was married three times. Her first marriage was to actor John Bromfield	http://nif.dbpedia.org/wiki/en/Corinne_Calvet?dbpv=2016-10&nif=phrase&char=1925,1939
7989	Joanne Linville	Spouse	Mark Rydell	Section	1.3	Mark Rydell	exact	Linville was married to actor/director Mark Rydell	http://nif.dbpedia.org/wiki/en/Joanne_Linville?dbpv=2016-10&nif=phrase&char=2544,2555
7991	Cécile Vogt-Mugnier	Spouse	Oskar Vogt	Section	2.2	Oskar Vogt	exact	While at Bicêtre Vogt-Mugnier met her future husband, Oskar Vogt	http://nif.dbpedia.org/wiki/en/Cécile_Vogt-Mugnier?dbpv=2016-10&nif=phrase&char=8098,8108
7991	Cécile Vogt-Mugnier	Spouse	Oskar Vogt	Abstract	0	Oskar Vogt	exact	Cécile Vogt-Mugnier (27 March 1875 – 4 May 1962) was a French neurologist from Haute-Savoie. She and her husband Oskar Vogt	http://nif.dbpedia.org/wiki/en/Cécile_Vogt-Mugnier?dbpv=2016-10&nif=phrase&char=113,123
7993	Jonathan Lee (musician)	Spouse	Sandy Lam	Abstract	0	Sandy Lam	exact	Lee is hailed as one of the godfathers of Taiwanese Mandopop. He was one of the most successful producers of the 1990s and 2000s and has been credited with building Rock Records into the foremost independent label in Asia. Many songs he wrote for Sarah Chen, Chao Chuan, Sandy Lam	http://nif.dbpedia.org/wiki/en/Jonathan_Lee_(musician)?dbpv=2016-10&nif=phrase&char=687,696
7993	Jonathan Lee (musician)	Spouse	Sandy Lam	Abstract	0	Sandy Lam	exact	Jonathan Lee (Chinese: 李宗盛; pinyin: Lǐ Zōngshèng; born July 19, 1958 in Taipei, Taiwan) is a Taiwanese record producer, singer, and songwriter. Throughout the mid-1980s through the 1990s, he composed song lyrics and melodies for numerous musical artists in the Rock Records label, including Angus Tung, Sarah Chen, Sandy Lam	http://nif.dbpedia.org/wiki/en/Jonathan_Lee_(musician)?dbpv=2016-10&nif=phrase&char=315,324
7993	Jonathan Lee (musician)	Spouse	Sandy Lam	Section	1	Sandy Lam	exact	 * Chao Chuan: I Am a Little Bird, How to Say I Love You, I Am So Confused  * Jackie Chan: A Vigorous Aspiration in My Mind, How Come, So Transparent Is My Heart (duet with Sarah Chen), Every Day in My Life (duet with Tarcy Su)  * Jeff Chang: Love Like the Tides, I Do Love You  * Sarah Chen: Walk Your Own Way, Dream to Awakening, Is it Right to Love You, So Transparent Is My Heart (duet with Jackie Chan), Questions About Love, Love in Progress  * Sandy Lam	http://nif.dbpedia.org/wiki/en/Jonathan_Lee_(musician)?dbpv=2016-10&nif=phrase&char=1672,1681
7994	Vladislaus II, Duke of Bohemia	Spouse	Judith of Thuringia	Abstract	0	Judith of Thuringia	exact	Vladislav was the son of Vladislav I and Richeza of Berg. He was married twice, first to Gertrude of Babenberg and then to Judith of Thuringia	http://nif.dbpedia.org/wiki/en/Vladislaus_II,_Duke_of_Bohemia?dbpv=2016-10&nif=phrase&char=372,391
7994	Vladislaus II, Duke of Bohemia	Spouse	Judith of Thuringia	Section	4	Judith of Thuringia	exact	By his second wife, Judith of Thuringia	http://nif.dbpedia.org/wiki/en/Vladislaus_II,_Duke_of_Bohemia?dbpv=2016-10&nif=phrase&char=4466,4485
7995	Princess Pauline of Württemberg (1877–1965)	Spouse	William Frederick, Prince of Wied	Section	3	William Frederick, Prince of Wied	exact	Princess Pauline married on 29 October 1898 in Stuttgart to William Frederick, Prince of Wied	http://nif.dbpedia.org/wiki/en/Princess_Pauline_of_Württemberg_(1877–1965)?dbpv=2016-10&nif=phrase&char=2953,2986
7995	Princess Pauline of Württemberg (1877–1965)	Spouse	William Frederick, Prince of Wied	Abstract	0	William Frederick, Prince of Wied	exact	Princess Pauline of Württemberg  (German: Prinzessin Pauline Olga Helene Emma von Württemberg; 19 December 1877 – 7 May 1965) was the elder daughter of William II of Württemberg and wife of William Frederick, Prince of Wied	http://nif.dbpedia.org/wiki/en/Princess_Pauline_of_Württemberg_(1877–1965)?dbpv=2016-10&nif=phrase&char=190,223
7996	Wayde Preston	Spouse	Carol Ohmart	Section	2	Carol Ohmart	exact	Preston married the former Carol Ohmart	http://nif.dbpedia.org/wiki/en/Wayde_Preston?dbpv=2016-10&nif=phrase&char=2993,3005
7998	Princess Maria Immaculata of Bourbon-Two Sicilies (1874–1947)	Spouse	Prince Johann Georg of Saxony	Section	1	Prince Johann Georg of Saxony	exact	Maria Immaculata married Prince Johann Georg of Saxony	http://nif.dbpedia.org/wiki/en/Princess_Maria_Immaculata_of_Bourbon-Two_Sicilies_(1874–1947)?dbpv=2016-10&nif=phrase&char=524,553
7999	Dana Wynter	Spouse	Greg Bautzer	Section	3	Greg Bautzer	exact	In 1956, Wynter married celebrity attorney Greg Bautzer	http://nif.dbpedia.org/wiki/en/Dana_Wynter?dbpv=2016-10&nif=phrase&char=4010,4022
8000	Shabbir Ahluwalia	Spouse	Kanchi Kaul	Section	1	Kanchi Kaul	exact	Shabbir Ahluwalia was born on 10 August 1979 to a Sikh father and a Catholic mother in Mumbai. He also has two siblings Shefali Ahluwalia and Sameer Ahluwalia. He did his schooling from St. Xavier's High School, Vile Parle. He completed his graduation from University of Maryland, College Park. He married his girlfriend actress Kanchi Kaul	http://nif.dbpedia.org/wiki/en/Shabbir_Ahluwalia?dbpv=2016-10&nif=phrase&char=1171,1182
8004	William Stafford (courtier)	Spouse	Dorothy Stafford	Section	1	Dorothy Stafford	exact	The couple initially lived at Chebsey in Staffordshire, but later moved to the Boleyn family home, Rochford Hall at Rochford, in Essex. They lived in relative obscurity until Mary died in 1543, after which Stafford served in Scotland. He was knighted there in 1545 - during the reign of Henry VIII - and, two years later, became an MP for Hastings. Also in 1545, Stafford remarried, this time to his second cousin, Dorothy Stafford	http://nif.dbpedia.org/wiki/en/William_Stafford_(courtier)?dbpv=2016-10&nif=phrase&char=1766,1782
8004	William Stafford (courtier)	Spouse	Dorothy Stafford	Section	2	Dorothy Stafford	exact	Stafford married secondly, Dorothy Stafford	http://nif.dbpedia.org/wiki/en/William_Stafford_(courtier)?dbpv=2016-10&nif=phrase&char=2505,2521
8006	Hieronim Wincenty Radziwiłł	Spouse	Princess Sophie Friederike of Thurn and Taxis	Abstract	0	Princess Sophie Friederike of Thurn and Taxis	exact	He married Princess Sophie Friederike of Thurn and Taxis	http://nif.dbpedia.org/wiki/en/Hieronim_Wincenty_Radziwiłł?dbpv=2016-10&nif=phrase&char=322,367
8007	Geetu Mohandas	Spouse	Rajeev Ravi	Section	2	Rajeev Ravi	exact	She was born as Gayathri to Mohandas and Sudha on February 14, 1981 at Kannur. She has a brother, Arjun.On 14 November 2009, she married cinematographer Rajeev Ravi	http://nif.dbpedia.org/wiki/en/Geetu_Mohandas?dbpv=2016-10&nif=phrase&char=2112,2123
8008	Constance of Sicily, Queen of Cyprus	Spouse	John of Lusignan	Section	2	John of Lusignan	exact	Constance married her third and final husband John of Lusignan	http://nif.dbpedia.org/wiki/en/Constance_of_Sicily,_Queen_of_Cyprus?dbpv=2016-10&nif=phrase&char=3078,3094
8009	Ximena Armas	Spouse	Henri Richelet	Section	1	Henri Richelet	exact	Ximena Armas Fernández first attended the Escuela de Bellas Artes at the Universidad de Chile, then the Escuela de Artes at the Universidad Católica de Chile in Santiago, where she was trained by Mario Carreño, Eduardo Vilches, and Mario Toral. Upon her arrival in France in 1971, she attended the École nationale supérieure des arts décoratifs and the École nationale supérieure des Beaux-Arts in Paris. She lives in Paris, and is married to the French painter Henri Richelet	http://nif.dbpedia.org/wiki/en/Ximena_Armas?dbpv=2016-10&nif=phrase&char=547,561
8010	Nanda Bayin	Spouse	Hanthawaddy Mibaya	Section	8	Hanthawaddy Mibaya	exact	Nanda had five principal queens, all of whom were his first cousins. His chief queen was Hanthawaddy Mibaya	http://nif.dbpedia.org/wiki/en/Nanda_Bayin?dbpv=2016-10&nif=phrase&char=29065,29083
8012	Jonas Salk	Spouse	Françoise Gilot	Section	9	Françoise Gilot	exact	They had three children: Peter, Darrell, and Jonathan Salk. In 1968, they divorced, and in 1970, Salk married Françoise Gilot	http://nif.dbpedia.org/wiki/en/Jonas_Salk?dbpv=2016-10&nif=phrase&char=52476,52491
8013	Elizabeth Bracco	Spouse	Aidan Quinn	Abstract	0	Aidan Quinn	exact	She is the sister of actress Lorraine Bracco, and is of Italian and English ancestry. She has been married to actor Aidan Quinn	http://nif.dbpedia.org/wiki/en/Elizabeth_Bracco?dbpv=2016-10&nif=phrase&char=559,570
8015	Cornelis de Graeff	Spouse	Catharina Hooft	Section	1	Catharina Hooft	exact	Cornelis de Graeff was the oldest son of Jacob Dircksz de Graeff and his wife Aeltje Boelens Loen. He grew up in the Niezel, a small street not far from the Oude Kerk. De Graeff was crippled for life in the left arm by a childhood accident, as can be seen in his painting. At twenty he went to Paris and in 1633 he married Geertruid Overlander (1609–1634), daughter of Volkert Overlander, whose brother-in-law was Frans Banning Cocq, the captain in Rembrandt's Night Watch. She died only a few months later and he remarried with Catharina Hooft	http://nif.dbpedia.org/wiki/en/Cornelis_de_Graeff?dbpv=2016-10&nif=phrase&char=2115,2130
8016	Serena Armstrong-Jones, Viscountess Linley	Spouse	David Armstrong-Jones, Viscount Linley	Section	2	David Armstrong-Jones, Viscount Linley	exact	The marriage between Serena Stanhope and David Armstrong-Jones, Viscount Linley	http://nif.dbpedia.org/wiki/en/Serena_Armstrong-Jones,_Viscountess_Linley?dbpv=2016-10&nif=phrase&char=681,719
8018	Elizabeth Grey, Countess of Kildare	Spouse	Gerald FitzGerald, 9th Earl of Kildare	Abstract	0	Gerald FitzGerald, 9th Earl of Kildare	exact	Elizabeth Grey, Countess of Kildare (c.1497- after 1548), was an English noblewoman, and the second wife of Irish peer Gerald FitzGerald, 9th Earl of Kildare	http://nif.dbpedia.org/wiki/en/Elizabeth_Grey,_Countess_of_Kildare?dbpv=2016-10&nif=phrase&char=119,157
8020	Anne of York, Duchess of Exeter	Spouse	Henry Holland, 3rd Duke of Exeter	Section	1.1	Henry Holland, 3rd Duke of Exeter	exact	In 1447 aged eight years old, Anne was married to Henry Holland, 3rd Duke of Exeter	http://nif.dbpedia.org/wiki/en/Anne_of_York,_Duchess_of_Exeter?dbpv=2016-10&nif=phrase&char=558,591
8021	Shohreh Aghdashloo	Spouse	Aydin Aghdashloo	Section	1	Aydin Aghdashloo	exact	Aghdashloo was born in Tehran, Iran, as Shohreh Vaziri-Tabar, the daughter of Effie (née al-Sadat) and Anushiravan Vaziri-Tabar. She has three brothers: Shahram, Shahriar, and Shahrokh. Her stage name is from the family name of her first husband, painter Aydin Aghdashloo	http://nif.dbpedia.org/wiki/en/Shohreh_Aghdashloo?dbpv=2016-10&nif=phrase&char=1639,1655
8024	Susannah Harker	Spouse	Iain Glen	Section	3	Iain Glen	exact	She was married to Iain Glen	http://nif.dbpedia.org/wiki/en/Susannah_Harker?dbpv=2016-10&nif=phrase&char=1781,1790
8025	Jetsun Pema	Spouse	Jigme Khesar Namgyel Wangchuck	Abstract	0	Jigme Khesar Namgyel Wangchuck	exact	Queen Jetsun Pema (Dzongkha: རྗེ་བཙུན་པདྨ་; Wylie: rje btsun padma; born 4 June 1990) is the queen consort (Druk Gyaltsuen, literally meaning "Dragon Queen") of Bhutan, as the wife of King Jigme Khesar Namgyel Wangchuck	http://nif.dbpedia.org/wiki/en/Jetsun_Pema?dbpv=2016-10&nif=phrase&char=370,400
8025	Jetsun Pema	Spouse	Jigme Khesar Namgyel Wangchuck	Section	2	Wedding of Jigme Khesar Namgyel Wangchuck and Jetsun Pema	partial	(Main article: Wedding of Jigme Khesar Namgyel Wangchuck and Jetsun Pema	http://nif.dbpedia.org/wiki/en/Jetsun_Pema?dbpv=2016-10&nif=phrase&char=2070,2127
8027	Sancha of Castile, Queen of Navarre	Spouse	Sancho VI of Navarre	Abstract	0	Sancho VI of Navarre	exact	In 1157, Sancha married Sancho VI of Navarre	http://nif.dbpedia.org/wiki/en/Sancha_of_Castile,_Queen_of_Navarre?dbpv=2016-10&nif=phrase&char=206,226
8028	Raj Babbar	Spouse	Smita Patil	Section	4	Smita Patil	exact	Raj Babbar married Nadira Zaheer, daughter of noted theatre personality Sajjad Zaheer. Arya Babbar and Juhi Babbar are his children from Nadira. He then married actress Smita Patil	http://nif.dbpedia.org/wiki/en/Raj_Babbar?dbpv=2016-10&nif=phrase&char=3741,3752
8028	Raj Babbar	Spouse	Smita Patil	Section	2	Smita Patil	exact	He became a consistent feature of the B. R. Chopra banner; Nikaah with Deepak Parashar and Salma Agha, Aaj Ki Aawaz with Smita Patil	http://nif.dbpedia.org/wiki/en/Raj_Babbar?dbpv=2016-10&nif=phrase&char=1142,1153
8029	Juliana Awada	Spouse	Mauricio Macri	Section	2	Mauricio Macri	exact	Buenos Aires Governor María Eugenia Vidal confirmed that the First Lady is her personal advisor regarding her wardrobe. Awada and President Mauricio Macri	http://nif.dbpedia.org/wiki/en/Juliana_Awada?dbpv=2016-10&nif=phrase&char=4581,4595
