number of equals = 2951
number of contains = 176
notInAbstractList = 6906
Appoaches:
	Sbj-Obj = 2313
	Pronoun-Obj = 814
Extraction:
	In Sentence = 2969
	In Paragraph = 158
Blank Sentences = 7
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Contains	Abstract	In Sentence	Sbj-Obj		King Chulalongkorn	http://dbpedia.org/resource/Prabai_Bannabilas	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	Prabai Bannabilas were the only twin couple of King Chulalongkorn	Her Royal Highness Princess Prabai Bannabilas (Thai: ประไพพรรณพิลาศ; rtgs: Phraphaiphannaphilat; 13 August 1885 – 17 September 1886) was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Chao Chom Manda Phrom (daughter of Phraya Phitsanuloka Thibodi). She had 3 siblings; 1 elder sister, 1 younger brother and 1 younger sister;  *  Princess Prabha Bannabilaya (13 August 1885 – 8 September 1948) Princess Prabai Bannabilas' twin elder sister.  *  Prince Samaya Vudhirodom (13 September 1888 – 9 December 1889)  *  Princess Vapi Busbakara (25 June 1891 – 15 December 1982) Princess Prabha Bannabilaya and Princess Prabai Bannabilas were the only twin couple of King Chulalongkorn, and they were the 4th twin couple in Chakri Dynasty. The three previous twin couple were:  *  Prince and Princess twin of Prince Boworn Maha Senanurak and Chao Chom Manda Sabaya, they died after birth in 1810  *  Princess twins of King Buddha Loetla Nabhalai and Chao Chom Manda Nhu Chin, died a week after birth in 1811  *  Prince twins of Prince Yodyingyos, the Prince Bowornwichaicharn and Chao Chom Manda Mom Luang Prik Chesdankura, died a year after birth in 1857. Princess Prabai Bannabilas suffered from her terrible illness and died on 17 September 1886, at the age of only 1 year and 1 month. The Royal Crematorium was created in Wat Ratchabophit by her uncle Prince Bhanurangsi Savangwongse, the Prince Bhanubhandhubongse Voradej, and the cremation ceremony was performed by her father, King Chulalongkorn on 29 December 1886.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Praves_Vorasamai	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Praves Vorasamai**): She is a daughter of Chulalongkorn	Her Royal Highness Princess Praves Vorasamai or Phra Chao Boromwongse Ther Phra Ong Chao Praves Vorasamai (RTGS: Prawet Worasamai) (Thai: พระเจ้าบรมวงศ์เธอ พระองค์เจ้าประเวศวรสมัย) (2 December 1879 – 31 May 1944), was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was The Noble Consort (Chao Chom Manda) Tabtim Rojanadis, daughter of Phraya Abbhantrikamas and Bang Rojanadis, elder sister of Chao Chom Manda Sae. She had an elder brother and a younger brother;  *  Prince Chirapravati Voradej, the Prince of Nakhon Chaisi (7 November 1876 – 4 February 1913)  *  Prince Vudhijaya Chalermlabha, the Prince Singhavikrom Kriangkrai (5 December 1883 – 18 October 1947) Princess Praves Vorasamai died on 31 May 1944, at the age of 64.	
Contains	Abstract	In Sentence	Pronoun-Obj		King Chulalongkorn (Rama V the Great) of Siam	http://dbpedia.org/resource/Purachatra_Jayakara	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**he=Purachatra Jayakara**): He was a son of King Chulalongkorn	Prince Purachatra Jayakara, the Prince of Kamphaengphet (Thai: บุรฉัตรไชยากร; rtgs: Burachat Chaiyakon; 23 January 1881 – 14 September 1936) was a Prince of Siam and a member of the Siamese Royal Family (later Thailand). He founded the House of Chatrajaya (ราชสกุลฉัตรไชย), his descendants still use this royal surname. He was a son of King Chulalongkorn (Rama V the Great) of Siam. He was often called the Father of the Thai radio and the Father of the Thai railways, due to his contributions in both fields.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Sasibongse_Prabai	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Sasibongse Prabai**): She is a daughter of Chulalongkorn	Her Royal Highness Princess Sasibongse Prabai or Phra Chao Boromwongse Ther Phra Ong Chao Sasibongse Prabai (RTGS: Sasiphong Praphai) (Thai: พระเจ้าบรมวงศ์เธอ พระองค์เจ้าศศิพงศ์ประไพ) (26 April 1881 – 31 May 1934), was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Chao Chom Manda Chan, daughter of Lord (Phraya) Rajasam Bharakorn. Princess Sasibongse Prabai died on 31 May 1934, at the age of 53.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Sirabhorn_Sobhon	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Sirabhorn Sobhon**): She is a daughter of Chulalongkorn	Sirabhorn Sobhon (Thai: ศิราภรณ์โสภณ; rtgs: Siraphonsophon; 19 July 1888 – 24 May 1898), was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Queen Savang Vadhana, queen consort and cousin of King Chulalongkorn (later become Queen Sri Savarindira, the Queen Grandmother). She is the 57th daughter of King Chulalongkorn, and the 6th child of Queen Savang Vadhana. She was given the full name from her father as, Sirabhorn Sobhon Bimolratanavadi (Thai: ศิราภรณ์โสภณ พิมลรัตนวดี) She died in her childhood from pneumonia on 24 May 1898, at the age of 9.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Srivilailaksana	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Srivilailaksana**): she was a daughter of Chulalongkorn	Srivilailaksana, the Princess of Suphan (Thai: ศรีวิไลยลักษณ์; rtgs: Siwilailak; 24 July 1868 – 26 October 1904), was the Princess of Siam (later Thailand). A member of Siamese Royal Family, she was a daughter of Chulalongkorn, King Rama V of Siam, born while her father was the heir-apparent. Her father had great trust in her and referred to her as My greatest-trusted lovely daughter. Srivilailaksana was one of the vice-presidents of the Red Unalom Society (later Thai Red Cross Society) with the other princesses. She received the royal title Krom at the 4th level Krom Khun Suphan Bhakavadi (translated as the Princess of Suphanburi; Thai: กรมขุนสุพรรณภาควดี). She died a year after receiving the royal title. The Royal Cremation was created at Nivetthammapravat Temple, in the area of Bang Pa-In Royal Palace.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Suchitra_Bharani	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Suchitra Bharani**): She is a daughter of Chulalongkorn	Her Royal Highness Princess Suchitra Bharani or Phra Chao Boromwongse Ther Phra Ong Chao Suchitra Bharani (RTGS: Suchitra Phoranee) (Thai: พระเจ้าบรมวงศ์เธอ พระองค์เจ้าสุจิตราภรณี) (6 February 1890 – 26 October 1918), was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Chao Chom Manda Chum Krairoek, daughter of Lord (Phra) Mangkalaratana Rajamontri. She had an elder sister, Princess Adorndibyanibha. She died on 27 October 1918, at the age of only 28 years 8 months.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Suddha_Dibyaratana	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Suddha Dibyaratana**): She was the first daughter of Chulalongkorn	Suddha Dibyaratana, the Princess of Rattanakosin (Thai: สุทธาทิพยรัตน์; rtgs: Sutthathipphayarat;14 September 1877 – 2 January 1922), was the Princess of Siam (later Thailand). She was a member of the Siamese Royal Family. She was the first daughter of Chulalongkorn, King Rama V of Siam. Her mother was Queen Sukhumala Marasri, fourth Queen Consort and half-sister of King Chulalongkorn. She had a younger brother, Paribatra Sukhumbhand, the Prince of Nakhon Sawan. Her full given name was Suddha Dibyaratana Sukhumkhattiya Galyavadi (Thai: สุทธาทิพยรัตน์ สุขุมขัตติยกัลยาวดี. She was, if not, one of the most beautiful princess out of all the King's daughters. On 9 August 1906, she was given the royal title of The Princess of Rattanakosin, translated in Thai as Krommaluang Si Rattanakosin (Thai: กรมหลวงศรีรัตนโกสินทร). She was the only daughter given the rank of Krommaluang, the 3rd level of the Krom ranks.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Suvabaktra_Vilayabanna	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Suvabaktra Vilayabanna**): She is a daughter of Chulalongkorn	Her Royal Highness Princess Suvabaktra Vilayabanna or Phra Chao Boromwongse Ther Phra Ong Chao Suvabaktra Vilayabanna (RTGS: Suwaphak Wilaiphan) (Thai: พระเจ้าบรมวงศ์เธอ พระองค์เจ้าสุวพักตร์วิไลยพรรณ) (2 May 1873 – 30 July 1930), was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Chao Chom Manda Pae Bunnag (later elevated into Lady (Chao Khun Phra) Prayuravongse), daughter of Lord (Chao Phraya) Suravongs Vaiyavadhana (son of Somdet Chao Phraya Borom Maha Si Suriyawongse). She had 1 elder sister and 1 younger sister;  *  Princess Srivalailaksana, the Princess of Suphanburi (24 July 1868 – 26 October 1904)  *  Princess Bandhavanna Varobhas (25 May 1875 – 15 May 1891) Princess Suvabaktra Vilayabanna died on 30 July 1930, at the age of only 57.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Tribejrutama_Dhamrong	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**he=Tribejrutama Dhamrong**): He was a son of Chulalongkorn	His Royal Highness Prince Tribejrutama Dhamrong or Somdet Phra Chao Boromwongse Ther Chao Fa Tribejrutama Dhamrong (RTGS: Triphetcharut Thamrong) (Thai: สมเด็จพระเจ้าบรมวงศ์เธอ เจ้าฟ้าตรีเพ็ชรุตม์ธำรง) (8 February 1881 – 22 November 1887), was the Prince of Siam (later Thailand. He was a member of Siamese Royal Family. He was a son of Chulalongkorn, King Rama V of Siam.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn of Siam	http://dbpedia.org/resource/Urubongs_Rajsombhoj	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**he=Urubongs Rajsombhoj**): He was a son of Chulalongkorn	Urubongs Rajsombhoj (Thai: อุรุพงศ์รัชสมโภช; rtgs: Uruphong Ratchasomphot; 15 October 1893 – 20 September 1909), was the Prince of Siam (later Thailand). He was a son of Chulalongkorn of Siam. His mother was The Noble Consort (Chao Chom Manda) Luean Niyavananda, daughter of Lord (Phra) Narindrabhorn and Prik Niyavananda. His elder sister, Princess Lavad Voraong, died in infancy. As a child he joined his father on trips to many places, including Europe. Unlike the other princes, Urubongs was not educated in Europe, but instead received instruction from foreign teachers at a private residence in Siam. He died on 20 September 1909, on King Chulalongkorn's birthday, at the age of 15. His death brought sadness to the members of the Royal Family, especially King Chulalongkorn. The king ordered the building of a bridge in the city with sculptures of Prince Urubongs set into both sides. King Chulalongkorn named the bridge after his son; Urubongs Bridge, where Urubongs Avenue crossed. This bridge was eventually demolished but Urubongs Road and Urubongs Intersection remain today.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Vapi_Busbakara	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Vapi Busbakara**): She is a daughter of Chulalongkorn	Vapi Busbakara (Thai: วาปีบุษบากร; rtgs: Wapibutsabakon; 25 June 1891 – 15 December 1982) was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. She was one of the longest-living personages in the Thai history. Her mother was Chao Chom Manda Phrom (daughter of Phraya Phitsanuloka Thibodi), but her mother died while she was so young. Later, Queen Savang Vadhana took her became the adopted daughter, along with her elder sister, Princess Prabha Bannabilaya, including Princess Yaovabha Bongsanid, and Prince Rangsit Prayurasakdi. She had 3 siblings; 2 elder sisters, and 1 younger brother;  *  Princess Prabha Bannabilaya (13 August 1885 – 8 September 1948)  *  Princess Prabai Bannapilas (13 August 1885 – 17 September 1886) Princess Prabha Bannabilaya's twin sister.  *  Prince Samaya Vudhirodom (13 September 1888 – 9 December 1889) Princess Vapi Busbakara was the only adopted daughter of Queen Sri Savarindira, who managed and took care of her stepmother's body before the Royal Cremation. She died on 15 December 1982, at the age of 90. The Royal Cremation was created on 26 March 1983, by King Bhumibol Adulyadej.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Vichitra_Chiraprabha	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Vichitra Chiraprabha**): She is a daughter of Chulalongkorn	Her Royal Highness Princess Vichitra Chiraprabha or Somdet Phra Chao Boromwongse Ther Chao Fa Vichitra Chiraprabha (RTGS: Vichit Chiraprapha) (Thai: สมเด็จพระเจ้าบรมวงศ์เธอ เจ้าฟ้าวิจิตรจิรประภา) (21 April 1881 – 15 August 1881), was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Queen Savang Vadhana, queen consort and cousin of King Chulalongkorn (later become Queen Sri Savarindira, the Queen Grandmother). She was the eldest daughter and the third child of King Chulalongkorn and Queen Savang Vadhana. She was given the full name from her father as, Vichitra Chiraprabha Adulyadirekratana Khattiyarajakumari (Thai: วิจิตรจิรประภา อดุลยาดิเรกรัตน ขัตติยราชกุมารี) She died in infancy on 15 August 1881, at the age of only 4 months.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Vimolnaka_Nabisi	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Vimolnaka Nabisi**): She is a daughter of Chulalongkorn	Vimolnaka Nabisi (Thai: วิมลนาคนพีสี; rtgs: Wimonnaknaphisi; 2 October 1889 – 21 February 1892), was the Princess of Siam (later Thailand. She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was Princess Dara Rasmi of Chiang Mai, daughter of Inthawichayanon, the 7th King of Chiang Mai and Queen Thipkraisorn Rajadevi from the Jedton Dynasty (also called House of the Seven Lords). After she was born, she was taken care of by her mother by the Northern style. As she was descendant from the Chiang Mai Royal Family, she was always dressed in the northern costume and lived as the northern lifestyle while living in the compound of the Grand Palace. Princess Vimolnaka Nabisi died on 21 February 1892, at the age of only 2 years 8 months. Brought sadness through her father, and the royal family of both the Siamese and Chiang Mai. Especially her mother, Princess Dara Rasmi, after her only daughter's death, she destroyed all photos and portraits of her and both her husband and daughter. Her ashes were kept besides her mother ashes at Chiang Mai Royal Cemetery, Wat Suandok, and also was divided to keep within the Royal Cemetery, Wat Ratchabophit, Bangkok.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Voralaksanavadi	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Voralaksanavadi**): She is a daughter of Chulalongkorn	Voralaksanavadi (Thai: วรลักษณาวดี; rtgs: Woralaksanawadi; 12 June 1872 – 18 August 1926), was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She is a daughter of Chulalongkorn, King Rama V of Siam. Her mother was The Noble Consort (Chao Chom Manda) Sud Sukumolchan (daughter of Phraya Surindorn Rajseni and Khunying Klin). She died on 18 August 1926, at the age of 54 years 10 months.	
Contains	Abstract	In Sentence	Pronoun-Obj		King Chulalongkorn of Siam (Rama V the Great)	http://dbpedia.org/resource/Yaovabha_Bongsanid	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Yaovabha Bongsanid**): She was the forty-seventh daughter of King Chulalongkorn	Yaovabha Bongsanid (Thai: เยาวภาพงศ์สนิท; rtgs: Yaowaphaphongsanit; 28 August 1884 – 13 June 1934) was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She was a daughter of Chulalongkorn, King Rama V of Siam. Princess Yaovabha Bongsanid of Siam was born on 28 August 1884 at the Grand Palace. She was the forty-seventh daughter of King Chulalongkorn of Siam (Rama V the Great) and The Noble Consort (Chao Chom Manda) Mom Rajawongse Nueng Sanidvongse (daughter of Prince Sai Sanidvongse. She had a younger brother, Prince Rangsit Prayurasakdi, the Prince of Chainat Narendorn. When their mother died on 23 November 1885, she and both her younger brother, Prince Rangsit Prayursakdi, were adopted by Queen Savang Vadhana, one of the King Chulalongkorn's queen consorts (who later became the Queen Aunt and Queen Grandmother). Princess Yaovabha Bongsanid died on 13 June 1934 at the Grand Palace, at the age of 49 years and 11 months.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Yaovabha_Bongsanid	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Yaovabha Bongsanid**): She was a daughter of Chulalongkorn	Yaovabha Bongsanid (Thai: เยาวภาพงศ์สนิท; rtgs: Yaowaphaphongsanit; 28 August 1884 – 13 June 1934) was the Princess of Siam (later Thailand). She was a member of Siamese Royal Family. She was a daughter of Chulalongkorn, King Rama V of Siam. Princess Yaovabha Bongsanid of Siam was born on 28 August 1884 at the Grand Palace. She was the forty-seventh daughter of King Chulalongkorn of Siam (Rama V the Great) and The Noble Consort (Chao Chom Manda) Mom Rajawongse Nueng Sanidvongse (daughter of Prince Sai Sanidvongse. She had a younger brother, Prince Rangsit Prayurasakdi, the Prince of Chainat Narendorn. When their mother died on 23 November 1885, she and both her younger brother, Prince Rangsit Prayursakdi, were adopted by Queen Savang Vadhana, one of the King Chulalongkorn's queen consorts (who later became the Queen Aunt and Queen Grandmother). Princess Yaovabha Bongsanid died on 13 June 1934 at the Grand Palace, at the age of 49 years and 11 months.	
Equal	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn	http://dbpedia.org/resource/Yaovamalaya_Narumala	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**she=Yaovamalaya Narumala**): She was the daughter of King Chulalongkorn	Yaovamalaya Narumala, the Princess of Sawankhalok (Thai: เยาวมาลย์นฤมล; rtgs: Yaowamannaruemon; 4 June 1873 – 3 July 1909), was the Princess of Siam (later Thailand). She was a member of the Chakri Dynasty of Thailand. She was the daughter of King Chulalongkorn. Her mother was Ubolratana Narinaka, the Princess Akaravorarajgalya, daughter of Ladavalya, the Prince Bhumindrabhakdi and Mom Chin Ladavalya na Ayudhya. She was given full name by her father as Yaovamalaya Narumala Sabasakon Galyani (Thai: เยาวมาลย์นฤมล สรรพสกนธ์กัลยาณี) For the royal duties, she was one of the executive vice-president of the Red Unalom Society, the major humanitarian organisation (later the Thai Red Cross Society), founded by Queen Savang Vadhana as maternal patron. Queen Saovabha Phongsri was appointed the first president, and Plien Phasakoravongs acted as the society secretary. She worked as the executive vice-president with the other princesses:  *  Queen Sukhumala Marasri  *  Suddha Dibyaratana, the Princess Sri Ratanakosindra  *  Chandra Saradavara, the Princess of Phichit  *  Srivilailaksana, the Princess of Suphan Buri  *  Ubolratana Narinaka, the Princess Akaravorarajgalya  *  Saisavalibhirom, the Princess Suddhasininat Piyamaharaj Padivaradda  *  Chao Chom Manda Kesorn (Rama V) On 21 May 1905, she was given the royal title from her father as Princess of Sawankhalok (Thai: กรมขุนสวรรคโลกลักษณวดี). She was given the rank of Krom Khun, the 4th level of the Krom ranks. Princess Yaovamalaya Narumala died on 3 July 1909, at the age of 36.	
Equal	Abstract	In Sentence	Sbj-Obj		Chulalongkorn	http://dbpedia.org/resource/Asdang_Dejavudh	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	Asdang Dejavudh, Prince of Nakhon Ratchasima (12 May 1889 - 9 February 1924) (Thai: อัษฎางค์เดชาวุธ; rtgs: Atsadang Dechawut) was a son of King Chulalongkorn	Asdang Dejavudh, Prince of Nakhon Ratchasima (12 May 1889 - 9 February 1924) (Thai: อัษฎางค์เดชาวุธ; rtgs: Atsadang Dechawut) was a son of King Chulalongkorn and Queen Saovabha Bongsri of Thailand.	
Equal	Abstract	In Sentence	Sbj-Obj		Duke Hui I of Qin	http://dbpedia.org/resource/Duke_Dao_of_Qin	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Duke_Hui_I_of_Qin	Duke Dao succeeded his father Duke Hui I of Qin	Duke Dao of Qin (Chinese: 秦悼公; pinyin: Qín Dào Gōng, died 477 BC) was from 491 to 477 BC the 21st ruler of the Zhou Dynasty Chinese state of Qin that eventually united China to become the Qin Dynasty. His ancestral name was Ying (嬴), and Duke Dao was his posthumous title. Duke Dao succeeded his father Duke Hui I of Qin, who died in 492 BC, as ruler of Qin. Duke Dao reigned for 15 years and died in 477 BC. He was succeeded by his son Duke Ligong of Qin.	
Equal	Abstract	In Sentence	Sbj-Obj		Marek Sobieski	http://dbpedia.org/resource/Aleksandra_Marianna_Wiesiołowska	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Marek_Sobieski	Aleksandra Marianna Wiesiołowska (died on 14 August 1645) was the daughter of magnate Marek Sobieski	Aleksandra Marianna Wiesiołowska (died on 14 August 1645) was the daughter of magnate Marek Sobieski and Jadwiga Snopkowska. She was married to Court Marshal of Lithuania Krzysztof Wiesiołowski.	
Equal	Abstract	In Sentence	Sbj-Obj		Prataprao Gujar	http://dbpedia.org/resource/Jankibai	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Prataprao_Gujar	Jankibai was the daughter of Prataprao Gujar	Janki Bhosale (née Gujar) (1675 - 2 March 1700 CE) was Empress consort of the Maratha Empire as the first wife of Rajaram Chhatrapati. Jankibai was the daughter of Prataprao Gujar, an aristocratic general, who was the commander-in-chief of the Maratha Empire. Her father died in a battle against the Mughals at Nesari on 24 February 1674. Shivaji, the king of the Marathas upon hearing the solemn news, grieved his general's death. As a result, he married his second son, the ten-year-old Rajaram to the five-year-old Jankibai. They got married in a grand ceremony that took place in Raigad Fort on 7 March 1680. Her father-in-law Shivaji died on 3 April 1680, twenty five days after her marriage.	
Equal	Abstract	In Sentence	Pronoun-Obj		Puzur-Ashur I	http://dbpedia.org/resource/Shalim-ahum	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Puzur-Ashur_I	(**he=Shalim-ahum**): He was described as the son of Puzur-Ashur I	Shalim-ahum or Šalim-ahum was a ruler of the city-state of Assur fl. c. 1900 BC (short chronology.) The Assyrian King List records his name as Šallim-aḫḫe, inscribed šal-lim-PAB-MEŠ, meaning, “keep the brothers safe”, and he appears among the six kings “whose eponyms are not found”, meaning that the length of his reign was unknown. He was described as the son of Puzur-Ashur I (dumu Puzu Assur) in his only known inscription. He is the earliest independent ruler to be attested in a contemporary inscription. Carved in curious archaic character mirror-writing in Old Assyrian on an alabaster block found during the German excavations at Assur under Walter Andrae, this sole exemplar of his contemporary inscriptions records that the god Ashur “requested of him” the construction of a temple and that he had “beer vats and storage area” built in the “temple area”. He ruled during a period when nascent Assyrian merchant companies were branching out into Anatolia to trade textiles and tin from Assur for silver. He was succeeded by his son, Ilu-shuma, as recorded in his brick and limestone inscriptions and he appears in the genealogy of his grandson, Erishum I. His name appears in an inscription of Adad-nirari I and one of Shalmaneser I but only in the context of references to his son, Ilu-shuma. Shalim-ahum and his successors bore the title išši’ak Aššur, vice regent of Assur, as well as ensí.	
Equal	Abstract	In Sentence	Pronoun-Obj		Alexander Bald	http://dbpedia.org/resource/Robert_Bald	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Alexander_Bald	(**his=Robert Bald**): His brother was Alexander Bald	Robert Bald FRSE FSA MWS (1776–1861) was a Scottish surveyor, civil and mining engineer, and antiquarian. He was born in Culross, Scotland, the son of Alexander Bald (1753–1823), a colliery agent of Alloa. Robert Bald was one of the earliest and most eminent mining engineers and land surveyors in Scotland, and by the late Nineteenth Century he was referred to as "the acknowledged father of mining engineering in Scotland". His brother was Alexander Bald, poet and friend of James Hogg.	
Equal	Abstract	In Sentence	Pronoun-Obj		Siddharth Kak	http://dbpedia.org/resource/Antara_Kak	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Siddharth_Kak	(**she=Antara Kak**): She is daughter of Siddharth Kak	Antara Kak is an Indian film director and producer, predominantly based in India. She is daughter of Siddharth Kak (of Surabhi fame) and his wife, Gita Siddharth. Antara won acclaim and an award for her debut venture: A Life in Dance - Daksha Sheth.	
Equal	Abstract	In Sentence	Sbj-Obj		Djedefre	http://dbpedia.org/resource/Djaty	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Djedefre	Djaty – either Djedefre	Djaty I (also Djati) was a prince who lived in the ancient Egypt during the 4th dynasty. He was an overseer of a royal expedition. Djaty was a son of Queen Meresankh II, daughter of King Khufu. Djaty's sisters were Nefertkau III and Nebty-tepites. Because Djaty had the title King's of his body, it is assumed he was a son of one pharaoh. It is known that Meresankh II married a king after death of her first husband Horbaef. This king would be a father of Djaty – either Djedefre or Khafra. On the other hand, Djaty maybe had his title because he was a grandson of Khufu. Djaty was married and had a son Djaty II. It is possible that he had more sons. After his death, Djaty was buried in the tomb known as G 7810. This is a mastaba at Giza. In the tomb his wife and son are depicted. Djaty II is described as the eldest son of Djaty I.	
Equal	Abstract	In Sentence	Pronoun-Obj		Galeazzo Maria Sforza	http://dbpedia.org/resource/Anna_Sforza	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Galeazzo_Maria_Sforza	(**she=Anna Sforza**): She was the second legitimate daughter of Galeazzo Maria Sforza	Anna Maria Sforza (21 July 1476 – 30 November 1497), was Hereditary Princess of Ferrara as the first wife of Alfonso I d'Este, future Duke of Ferrara. She was the second legitimate daughter of Galeazzo Maria Sforza, Duke of Milan, by his second wife, Bona of Savoy.	
Equal	Abstract	In Sentence	Sbj-Obj		Hetepheres II	http://dbpedia.org/resource/Kaemsekhem	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Hetepheres_II	Kaemsekhem was an Ancient Egyptian nobleman and probably the son of Crown Prince Kawab and Hetepheres II	Kaemsekhem was an Ancient Egyptian nobleman and probably the son of Crown Prince Kawab and Hetepheres II. He later served as the director of the royal palace. He was buried in mastaba G 7660 in the east field, which is part of the Giza Necropolis.	
